"date","source","date_start","date_end","region","sub_region_1","cases","deaths"
"2022-02-07",,"2022-02-07","2022-02-07","NS","Zone 4 - Central",135,1
"2022-02-07",,"2022-02-07","2022-02-07","NS","Unknown",0,0
"2022-02-08",,"2022-02-08","2022-02-08","NS",,,
"2022-02-08",,"2022-02-08","2022-02-08","NS","Zone 1 - Western",51,0
"2022-02-08",,"2022-02-08","2022-02-08","NS","Zone 2 - Northern",41,0
"2022-02-08",,"2022-02-08","2022-02-08","NS","Zone 3 - Eastern",46,0
"2022-02-08",,"2022-02-08","2022-02-08","NS","Zone 4 - Central",81,0
"2022-02-08",,"2022-02-08","2022-02-08","NS","Unknown",0,0
"2022-02-09",,"2022-02-09","2022-02-09","NS",,,
"2022-02-09",,"2022-02-09","2022-02-09","NS","Zone 1 - Western",107,1
"2022-02-09",,"2022-02-09","2022-02-09","NS","Zone 2 - Northern",82,1
"2022-02-09",,"2022-02-09","2022-02-09","NS","Zone 3 - Eastern",59,1
"2022-02-09",,"2022-02-09","2022-02-09","NS","Zone 4 - Central",117,2
"2022-02-09",,"2022-02-09","2022-02-09","NS","Unknown",0,0
"2022-02-10",,"2022-02-10","2022-02-10","NS",,,
"2022-02-10",,"2022-02-10","2022-02-10","NS","Zone 1 - Western",109,0
"2022-02-10",,"2022-02-10","2022-02-10","NS","Zone 2 - Northern",49,0
"2022-02-10",,"2022-02-10","2022-02-10","NS","Zone 3 - Eastern",64,0
"2022-02-10",,"2022-02-10","2022-02-10","NS","Zone 4 - Central",143,1
"2022-02-10",,"2022-02-10","2022-02-10","NS","Unknown",0,0
"2022-02-11",,"2022-02-11","2022-02-11","NS",,,
"2022-02-11",,"2022-02-11","2022-02-11","NS","Zone 1 - Western",100,0
"2022-02-11",,"2022-02-11","2022-02-11","NS","Zone 2 - Northern",79,0
"2022-02-11",,"2022-02-11","2022-02-11","NS","Zone 3 - Eastern",48,0
"2022-02-11",,"2022-02-11","2022-02-11","NS","Zone 4 - Central",162,0
"2022-02-11",,"2022-02-11","2022-02-11","NS","Unknown",0,1
"2022-02-12",,"2022-02-12","2022-02-12","NS",,,
"2022-02-12",,"2022-02-12","2022-02-12","NS","Zone 1 - Western",86,0
"2022-02-12",,"2022-02-12","2022-02-12","NS","Zone 2 - Northern",50,0
"2022-02-12",,"2022-02-12","2022-02-12","NS","Zone 3 - Eastern",51,0
"2022-02-12",,"2022-02-12","2022-02-12","NS","Zone 4 - Central",122,0
"2022-02-12",,"2022-02-12","2022-02-12","NS","Unknown",0,0
"2022-02-13",,"2022-02-13","2022-02-13","NS",,,
"2022-02-13",,"2022-02-13","2022-02-13","NS","Zone 1 - Western",47,0
"2022-02-13",,"2022-02-13","2022-02-13","NS","Zone 2 - Northern",41,0
"2022-02-13",,"2022-02-13","2022-02-13","NS","Zone 3 - Eastern",59,0
"2022-02-13",,"2022-02-13","2022-02-13","NS","Zone 4 - Central",96,0
"2022-02-13",,"2022-02-13","2022-02-13","NS","Unknown",0,0
"2022-02-14",,"2022-02-14","2022-02-14","NS",,,
"2022-02-14",,"2022-02-14","2022-02-14","NS","Zone 1 - Western",31,7
"2022-02-14",,"2022-02-14","2022-02-14","NS","Zone 2 - Northern",31,0
"2022-02-14",,"2022-02-14","2022-02-14","NS","Zone 3 - Eastern",39,0
"2022-02-14",,"2022-02-14","2022-02-14","NS","Zone 4 - Central",57,0
"2022-02-14",,"2022-02-14","2022-02-14","NS","Unknown",0,0
"2022-02-15",,"2022-02-15","2022-02-15","NS",,,
"2022-02-15",,"2022-02-15","2022-02-15","NS","Zone 1 - Western",56,2
"2022-02-15",,"2022-02-15","2022-02-15","NS","Zone 2 - Northern",28,2
"2022-02-15",,"2022-02-15","2022-02-15","NS","Zone 3 - Eastern",19,0
"2022-02-15",,"2022-02-15","2022-02-15","NS","Zone 4 - Central",123,2
"2022-02-15",,"2022-02-15","2022-02-15","NS","Unknown",0,0
"2022-02-16",,"2022-02-16","2022-02-16","NS",,,
"2022-02-16",,"2022-02-16","2022-02-16","NS","Zone 1 - Western",55,1
"2022-02-16",,"2022-02-16","2022-02-16","NS","Zone 2 - Northern",36,0
"2022-02-16",,"2022-02-16","2022-02-16","NS","Zone 3 - Eastern",70,2
"2022-02-16",,"2022-02-16","2022-02-16","NS","Zone 4 - Central",62,0
"2022-02-16",,"2022-02-16","2022-02-16","NS","Unknown",0,0
"2022-02-17",,"2022-02-17","2022-02-17","NS",,,
"2022-02-17",,"2022-02-17","2022-02-17","NS","Zone 1 - Western",45,0
"2022-02-17",,"2022-02-17","2022-02-17","NS","Zone 2 - Northern",50,0
"2022-02-17",,"2022-02-17","2022-02-17","NS","Zone 3 - Eastern",67,2
"2022-02-17",,"2022-02-17","2022-02-17","NS","Zone 4 - Central",80,0
"2022-02-17",,"2022-02-17","2022-02-17","NS","Unknown",0,0
"2022-02-18",,"2022-02-18","2022-02-18","NS",,,
"2022-02-18",,"2022-02-18","2022-02-18","NS","Zone 1 - Western",84,0
"2022-02-18",,"2022-02-18","2022-02-18","NS","Zone 2 - Northern",62,0
"2022-02-18",,"2022-02-18","2022-02-18","NS","Zone 3 - Eastern",64,0
"2022-02-18",,"2022-02-18","2022-02-18","NS","Zone 4 - Central",110,0
"2022-02-18",,"2022-02-18","2022-02-18","NS","Unknown",0,0
"2022-02-19",,"2022-02-19","2022-02-19","NS",,,
"2022-02-19",,"2022-02-19","2022-02-19","NS","Zone 1 - Western",35,0
"2022-02-19",,"2022-02-19","2022-02-19","NS","Zone 2 - Northern",33,0
"2022-02-19",,"2022-02-19","2022-02-19","NS","Zone 3 - Eastern",41,0
"2022-02-19",,"2022-02-19","2022-02-19","NS","Zone 4 - Central",91,0
"2022-02-19",,"2022-02-19","2022-02-19","NS","Unknown",0,0
"2022-02-20",,"2022-02-20","2022-02-20","NS",,,
"2022-02-20",,"2022-02-20","2022-02-20","NS","Zone 1 - Western",55,0
"2022-02-20",,"2022-02-20","2022-02-20","NS","Zone 2 - Northern",53,0
"2022-02-20",,"2022-02-20","2022-02-20","NS","Zone 3 - Eastern",45,0
"2022-02-20",,"2022-02-20","2022-02-20","NS","Zone 4 - Central",61,0
"2022-02-20",,"2022-02-20","2022-02-20","NS","Unknown",0,0
"2022-02-21",,"2022-02-21","2022-02-21","NS",,,
"2022-02-21",,"2022-02-21","2022-02-21","NS","Zone 1 - Western",0,0
"2022-02-21",,"2022-02-21","2022-02-21","NS","Zone 2 - Northern",0,0
"2022-02-21",,"2022-02-21","2022-02-21","NS","Zone 3 - Eastern",0,0
"2022-02-21",,"2022-02-21","2022-02-21","NS","Zone 4 - Central",0,0
"2022-02-21",,"2022-02-21","2022-02-21","NS","Unknown",0,0
"2022-02-22",,"2022-02-22","2022-02-22","NS",,,
"2022-02-22",,"2022-02-22","2022-02-22","NS","Zone 1 - Western",59,0
"2022-02-22",,"2022-02-22","2022-02-22","NS","Zone 2 - Northern",54,1
"2022-02-22",,"2022-02-22","2022-02-22","NS","Zone 3 - Eastern",47,0
"2022-02-22",,"2022-02-22","2022-02-22","NS","Zone 4 - Central",103,2
"2022-02-22",,"2022-02-22","2022-02-22","NS","Unknown",0,0
"2022-02-23",,"2022-02-23","2022-02-23","NS",,,
"2022-02-23",,"2022-02-23","2022-02-23","NS","Zone 1 - Western",46,0
"2022-02-23",,"2022-02-23","2022-02-23","NS","Zone 2 - Northern",39,0
"2022-02-23",,"2022-02-23","2022-02-23","NS","Zone 3 - Eastern",52,0
"2022-02-23",,"2022-02-23","2022-02-23","NS","Zone 4 - Central",63,0
"2022-02-23",,"2022-02-23","2022-02-23","NS","Unknown",0,0
"2022-02-24",,"2022-02-24","2022-02-24","NS",,,
"2022-02-24",,"2022-02-24","2022-02-24","NS","Zone 1 - Western",30,0
"2022-02-24",,"2022-02-24","2022-02-24","NS","Zone 2 - Northern",49,0
"2022-02-24",,"2022-02-24","2022-02-24","NS","Zone 3 - Eastern",43,0
"2022-02-24",,"2022-02-24","2022-02-24","NS","Zone 4 - Central",65,0
"2022-02-24",,"2022-02-24","2022-02-24","NS","Unknown",0,0
"2022-02-25",,"2022-02-25","2022-02-25","NS",,,
"2022-02-25",,"2022-02-25","2022-02-25","NS","Zone 1 - Western",39,0
"2022-02-25",,"2022-02-25","2022-02-25","NS","Zone 2 - Northern",25,0
"2022-02-25",,"2022-02-25","2022-02-25","NS","Zone 3 - Eastern",42,2
"2022-02-25",,"2022-02-25","2022-02-25","NS","Zone 4 - Central",64,0
"2022-02-25",,"2022-02-25","2022-02-25","NS","Unknown",0,0
"2022-02-26",,"2022-02-26","2022-02-26","NS",,,
"2022-02-26",,"2022-02-26","2022-02-26","NS","Zone 1 - Western",56,0
"2022-02-26",,"2022-02-26","2022-02-26","NS","Zone 2 - Northern",53,0
"2022-02-26",,"2022-02-26","2022-02-26","NS","Zone 3 - Eastern",45,0
"2022-02-26",,"2022-02-26","2022-02-26","NS","Zone 4 - Central",168,0
"2022-02-26",,"2022-02-26","2022-02-26","NS","Unknown",0,0
"2022-02-27",,"2022-02-27","2022-02-27","NS",,,
"2022-02-27",,"2022-02-27","2022-02-27","NS","Zone 1 - Western",66,0
"2022-02-27",,"2022-02-27","2022-02-27","NS","Zone 2 - Northern",64,0
"2022-02-27",,"2022-02-27","2022-02-27","NS","Zone 3 - Eastern",64,0
"2022-02-27",,"2022-02-27","2022-02-27","NS","Zone 4 - Central",128,0
"2022-02-27",,"2022-02-27","2022-02-27","NS","Unknown",0,0
"2022-02-28",,"2022-02-28","2022-02-28","NS",,,
"2022-02-28",,"2022-02-28","2022-02-28","NS","Zone 1 - Western",29,0
"2022-02-28",,"2022-02-28","2022-02-28","NS","Zone 2 - Northern",57,3
"2022-02-28",,"2022-02-28","2022-02-28","NS","Zone 3 - Eastern",24,0
"2022-02-28",,"2022-02-28","2022-02-28","NS","Zone 4 - Central",133,4
"2022-02-28",,"2022-02-28","2022-02-28","NS","Unknown",0,0
"2022-03-01",,"2022-03-01","2022-03-01","NS",,,
"2022-03-01",,"2022-03-01","2022-03-01","NS","Zone 1 - Western",53,0
"2022-03-01",,"2022-03-01","2022-03-01","NS","Zone 2 - Northern",34,0
"2022-03-01",,"2022-03-01","2022-03-01","NS","Zone 3 - Eastern",33,0
"2022-03-01",,"2022-03-01","2022-03-01","NS","Zone 4 - Central",97,2
"2022-03-01",,"2022-03-01","2022-03-01","NS","Unknown",0,0
"2022-03-02",,"2022-03-02","2022-03-02","NS",,,
"2022-03-02",,"2022-03-02","2022-03-02","NS","Zone 1 - Western",75,1
"2022-03-02",,"2022-03-02","2022-03-02","NS","Zone 2 - Northern",63,0
"2022-03-02",,"2022-03-02","2022-03-02","NS","Zone 3 - Eastern",80,1
"2022-03-02",,"2022-03-02","2022-03-02","NS","Zone 4 - Central",144,2
"2022-03-02",,"2022-03-02","2022-03-02","NS","Unknown",0,0
"2022-03-03",,"2022-03-03","2022-03-03","NS",,,
"2022-03-03",,"2022-03-03","2022-03-03","NS","Zone 1 - Western",85,0
"2022-03-03",,"2022-03-03","2022-03-03","NS","Zone 2 - Northern",105,0
"2022-03-03",,"2022-03-03","2022-03-03","NS","Zone 3 - Eastern",88,2
"2022-03-03",,"2022-03-03","2022-03-03","NS","Zone 4 - Central",143,1
"2022-03-03",,"2022-03-03","2022-03-03","NS","Unknown",0,0
"2022-03-04",,"2022-03-04","2022-03-04","NS",,,
"2022-03-04",,"2022-03-04","2022-03-04","NS","Zone 1 - Western",70,1
"2022-03-04",,"2022-03-04","2022-03-04","NS","Zone 2 - Northern",43,2
"2022-03-04",,"2022-03-04","2022-03-04","NS","Zone 3 - Eastern",64,1
"2022-03-04",,"2022-03-04","2022-03-04","NS","Zone 4 - Central",117,0
"2022-03-04",,"2022-03-04","2022-03-04","NS","Unknown",0,0
